location_name,approx_lat,approx_lng,category,source_name,source_url,notes
Gengu Reddy Road subway,13.0758,80.2595,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-delays-in-subway-renovation-swd-works-draw-public-ire,2026 report: GCC subway renovation remained stalled; source says long-pending subway works affected daily commuting and pedestrian safety.
Nungambakkam subway,13.0615,80.2435,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-delays-in-subway-renovation-swd-works-draw-public-ire,"2026 report: Nungambakkam subway was among GCC subways whose planned renovation had seen little progress, with reported effects on commuting and pedestrian safety."
Harrington Road subway,13.0730,80.2400,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-delays-in-subway-renovation-swd-works-draw-public-ire,2026 report: Harrington Road subway was among the identified long-pending renovation locations affecting daily commuting and pedestrian safety.
Korattur subway,13.1080,80.1835,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-delays-in-subway-renovation-swd-works-draw-public-ire,2026 report: Korattur subway was among planned GCC renovation locations with little progress; included in the report's pedestrian-safety concerns.
Villivakkam subway,13.1070,80.2055,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-delays-in-subway-renovation-swd-works-draw-public-ire,"2026 report: Villivakkam subway was among planned GCC renovation locations with little progress, affecting daily commuting and pedestrian safety."
"Vyasarpadi bus stop, MTC route 38-A",13.1075,80.2560,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/two-held-in-different-sexual-harassment-cases,"2026 police report: a passenger allegedly sexually harassed a college student after boarding at Vyasarpadi bus stop; passengers intervened. Location is a documented incident point, not a claim that the stop is universally unsafe."
"Nungambakkam — walking route to work, location reported in July 2026 case",13.0560,80.2425,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/two-held-in-different-sexual-harassment-cases,"2026 police report: a woman walking to work in Nungambakkam was allegedly sexually harassed by a two-wheeler rider. Source does not identify a more precise street, so this remains a road-level seed."
Saidapet college exit area,13.0225,80.2240,stalking,DT Next,https://www.dtnext.in/news/chennai/man-arrested-for-assaulting-a-college-girl-with-bike-key-in-chennai,2026 police report: a college student was allegedly followed and harassed after leaving college in Saidapet and was assaulted when she refused to speak to the accused. Area-level incident seed; no personal identifiers included.
"Anna Salai, Teynampet–Saidapet flyover diversion stretch",13.0365,80.2440,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/chennais-rs-621-crore-anna-salai-flyover-hits-snag-deadline-pushed-to-2027/photostory/133318948.cms,"2026 report: construction diversions on Theagaraya Road/Teynampet-side corridor and Cenotaph Road left uneven surfaces and craters that were difficult for motorists, especially two-wheelers."
"Cenotaph Road, Teynampet",13.0410,80.2515,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/chennais-rs-621-crore-anna-salai-flyover-hits-snag-deadline-pushed-to-2027/photostory/133318948.cms,"2026 report: flyover-related traffic diversions were associated with uneven roads and craters on Cenotaph Road, creating difficulty for motorists."
"Valluvar Kottam High Road, Valluvar Kottam",13.0528,80.2425,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/encroachments-tighten-their-grip-around-valluvar-kottam/articleshow/133348426.cms,"2026 report: eateries, vegetable vendors, water tankers and parked two-wheelers occupy the footpath, squeezing pedestrians onto Valluvar Kottam High Road."
"Guruswamy Bridge footpath, Chetpet",13.0725,80.2408,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Apr/28/civic-body-to-buy-7-jet-washer-vehicles-for-cleaning-footpaths-bus-shelters-in-chennai,2026 report: paver tiles along the Guruswamy Bridge footpath were broken and pedestrians reportedly slipped; source specifically identifies the location.
"Madhya Kailash Junction, Taramani",12.9955,80.2455,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Feb/05/repeated-road-cave-ins-at-madhya-kailash-residents-fear-for-safety,2026 report: repeated road cave-ins at Madhya Kailash junction; six instances were listed from 2015–2024 and another cave-in occurred near the Institute of Chemical Technology.
Rajiv Gandhi IT Expressway near Institute of Chemical Technology / Taramani U-shaped bridge,12.9948,80.2450,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Feb/05/repeated-road-cave-ins-at-madhya-kailash-residents-fear-for-safety,2026 report: a road cave-in occurred beside the start of the U-shaped bridge because of a burst sewage pipeline; recurring subsidence has raised safety concerns.
"Perambur High Road, Jamalia Higher Secondary School to Cooks Road junction",13.1078,80.2495,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-ill-maintained-perambur-high-road-footpath-puts-pedestrians-in-trouble-2,"2026 report: broken, uneven and encroached footpaths along both sides of this named stretch force pedestrians onto the carriageway."
"Semmbiam area, MTC bus route 242 toward Shenoy Nagar",13.1065,80.2320,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/man-arrested-for-harassment-and-death-threats-on-chennai-bus,2026 police-report-based article: woman was allegedly harassed and threatened on MTC route 242 in the Semmbiam area. Incident-level seed; not a claim that the whole route is unsafe.
"Avichi School bus stop, Vadapalani",13.0510,80.2095,catcalling_harassment,DT Next,https://www.dtnext.in/news/chennai/mtc-ruckus-youngsters-verbally-abuse-women-with-free-ticket-remarks-822488,2025 report: a group boarded Route 26 near Avichi School bus stop and verbally abused female passengers with derogatory remarks.
"KK Nagar, MTC bus route 70V",13.0345,80.2020,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/chennai-man-arrested-for-sexually-harassing-woman-on-mtc-bus,2026 police-report-based article: nursing student reported alleged sexual harassment and death threats on an MTC route in KK Nagar.
"Maharani Theatre bus stop, Tiruvottiyur High Road",13.1225,80.2878,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/traffic-chaos-on-tiruvottiyur-high-road-parking-at-maharani-theatre-bus-stop-leaves-no-room-for-commuters-to-wait-buses-to-halt,"2026 report: parked vehicles block the designated bus stop, forcing buses to stop away from the stop and passengers to board/alight in traffic."
"Ellaiamman Colony, Teynampet",13.0440,80.2490,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Apr/30/take-steps-to-remove-road-encroachments-in-chennai-madras-hc,2026 Madras High Court case specifically identifies road/footpath encroachments at Ellaiamman Colony and ordered GCC/CMDA/police action. Area/street-level seed; source does not identify a single numbered street.
"CIT Colony interior streets, Mylapore",13.0305,80.2555,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/cit-colony-residents-flag-broken-pavements-last-repaired-15-yrs-ago/articleshow/129046649.cms,2026 report: pavements that had not been properly repaired for about 15 years were broken/uneven and encroached by debris and parked vehicles.
"Kamarajar Salai, Manjambakkam",13.1650,80.2105,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-citizen-connect-open-swd-manholes-on-kamarajar-salai-increase-risk-of-accidents,2026 report: multiple storm-water-drain manholes remained open for more than four months along a busy road carrying heavy vehicles.
"OMR service road near World Trade Centre Chennai, Perungudi",12.9615,80.2445,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-open-manholes-on-omr-service-roads-raise-huge-safety-concerns,2026 report: uncovered storm-water-drain manhole and sewage overflow created a major hazard for motorists and pedestrians using the service road.
"Lake View Road, West Mambalam",13.0325,80.2195,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-snail-paced-swd-work-in-west-mambalams-lake-view-road-raises-safety-concerns,2026 report: slow storm-water-drain construction with inadequate safety measures created hazards for motorists and two-wheeler riders.
"100 Feet Jawaharlal Nehru Road, Koyambedu–Ashok Nagar",13.0615,80.2055,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/damaged-footpaths-on-100-feet-road-make-walking-a-nightmare,"2026 report: damaged paving blocks, uneven surfaces, potholes and construction debris made footpaths unusable on multiple stretches."
"West Namasivaya Bridge, Choolaimedu",13.0625,80.2245,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-poor-maintenance-illegal-parking-plague-choolaimedu-bridge,"2026 report: garbage dumping, illegal parking and poor maintenance obstruct the pedestrian walkway, forcing people toward the carriageway."
"Poompuhar Nagar 1st Main Road, Kolathur",13.1205,80.2180,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/eateries-residences-encroach-on-poompuhar-nagar-1st-main-road/amp_articleshow/133191749.cms,"2026 report: approximately 600 m of the road has heavily encroached footpaths, leaving little walking space."
Pantheon Road near Amma Unavagam,13.0725,80.2630,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-damaged-dustbins-illegal-parking-block-footpath-on-pantheon-road,"2025 report: damaged Corporation dustbins and illegal parking block the footpath, forcing pedestrians onto the road."
Ambattur-Vanagaram Road near Athipet,13.1025,80.1555,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/restore-accident-prone-ambattur-vanagaram-road,"2026 report: battered stretch near Athipet has potholes, damaged manholes and uneven surfaces; pedestrians and schoolchildren face hazardous conditions."
Manali New Town Phase 1,13.1880,80.2700,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-heavy-vehicle-menace-turns-manali-new-town-accident-prone,2026 report: container-trailer lorries reportedly move through residential streets at unsafe speeds; three accidents were reported in one month.
Manali New Town Phase 2,13.1900,80.2740,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-heavy-vehicle-menace-turns-manali-new-town-accident-prone,"2026 report: heavy container traffic through residential areas was reported as a public-safety risk, particularly for students."
"Dwaraka Nagar, Manali New Town",13.1860,80.2760,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-heavy-vehicle-menace-turns-manali-new-town-accident-prone,2026 report: container-trailer movement and informal truck parking were reported as safety hazards in this residential stretch.
"Kadumbadi Amman Koil Street, Selaivayal, Kodungaiyur",13.1610,80.2600,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/dt-next-impact-one-way-traffic-at-selaivayal-to-ease-congestions-in-chennai,2026 report: narrow road affected by delayed storm-water-drain works; GCC and traffic police converted the road to one-way to reduce congestion and accident risk.
"AA Road, Vyasarpadi commercial stretch",13.1090,80.2555,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-trouble-for-pedestrians-as-cars-continue-to-occupy-footpaths,"2026 report: vehicles continue to mount the pavement outside commercial stretches, obstructing pedestrian space."
"Dr Ambedkar College Road, Jamalia Nagar",13.1095,80.2525,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-trouble-for-pedestrians-as-cars-continue-to-occupy-footpaths,2026 report: broken and removed pavement blocks have left the walkway difficult to use.
Greams Road near Shafee Muhammad Road junction,13.0595,80.2525,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-garbage-pile-up-poor-sanitation-irk-commuters-on-greams-road,"2026 report: garbage and sludge spread onto the pavement along a busy pedestrian stretch near the junction, obstructing walking space."
Redhills-Tiruvallur Highway opposite Bethal Church,13.1550,80.1970,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-motorists-urge-sh-dept-to-repair-damaged-redhills-tiruvallur-road,2026 report: approximately 1 km section was described as accident-prone; multiple damaged points and recent crashes were reported.
"Selaivayal, Kodungaiyur SWD-work stretch",13.1615,80.2610,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/dt-next-impact-one-way-traffic-at-selaivayal-to-ease-congestions-in-chennai,2026 report: delayed storm-water-drain work caused traffic chaos and prompted traffic restrictions to reduce accident risk.
"Anna Main Road, KK Nagar",13.0345,80.2020,poor_lighting,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-unmarked-speed-breakers-make-for-a-bumpy-ride-in-kk-nagar,"2026 report: non-functional streetlights and unmarked speed breakers on a busy road were reported as increasing accident risk, particularly at night."
"Tidel Park U-turn flyover, Tiruvanmiyur",12.9865,80.2490,poor_lighting,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-citizen-connect-non-functional-streetlights-render-tidel-park-u-turn-bridge-dangerous,2026 report: non-functional streetlights left the U-turn flyover in darkness at night; sharp turns and poor visibility increased accident risk.
"Eswaran Koil Street / Kannagi Nagar Main Road, Thoraipakkam",12.9315,80.2300,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-citizen-connect-month-after-re-laying-kannagi-nagar-road-dug-up-again-for-swd-work,2026 report: road cracked within a month after relaying and became accident-prone amid heavy-vehicle traffic and unfinished storm-water-drain work.
"Palla Street, Agraharam, Korattur",13.1120,80.1845,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-citizen-connect-agraharam-residents-in-korattur-urge-gcc-to-re-lay-palla-street,"2026 report: approximately 1 km stretch had potholes, uneven surface and sunken silt catch pits; a resident reported a fall and fracture."
"Thattankulam Road, Madhavaram",13.1470,80.2320,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-fix-needed-pothole-ridden-thattankulam-road,"2026 report: road remained pothole-ridden for months, with loose gravel and inadequate street lighting increasing accident risk, especially for two-wheelers."
Poonamallee High Road near Shenoy Nagar traffic signal,13.0780,80.2210,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-sunken-manhole-on-ph-road-near-shenoy-nagar-poses-risk-to-motorists-846207,2025 report: sunken manhole in the middle of the busy arterial road created a serious hazard; sewage splashing and sudden braking were also reported.
"Ormes Road, Kilpauk",13.0715,80.2405,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-wrong-side-driving-is-a-routine-on-ormes-road,2026 report: routine wrong-side driving forces oncoming vehicles to brake/swerve; schoolchildren and pedestrians are present on the stretch.
"Constable Road, Ayanavaram–Villivakkam",13.1005,80.2210,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-motorists-seek-urgent-repair-of-uneven-constable-road,"2026 report: damaged three-kilometre stretch, concealed potholes and skidding/wobbling were associated with accidents, especially at night."
"100 Feet Road near Kalaimagal Nagar bus stop, Ekkattuthangal",13.0200,80.1990,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-poorly-restored-trench-greets-motorists-on-100-feet-road,2026 report: poorly restored pipeline trench left loose gravel and dust on the road; a two-wheeler rider reportedly skidded and fell.
"Ayyavoo Second Lane, Shenoy Nagar",13.0785,80.2250,stray_animal_risk,DT Next,https://www.dtnext.in/news/chennai/stray-cattle-in-shenoy-nagar-obstructs-traffic-pedestrians-822562,2025 report: cattle tied/roaming at the entrance to a dead-end lane obstructed pedestrians and traffic; residents reported road mess and night-time obstruction.
"Thiruvengadapuram Main Road, Choolaimedu",13.0575,80.2240,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/gcc-relays-choolaimedu-roads-in-a-rush-now-theyre-uneven-already-crumbling-in-places/articleshow/129707830.cms,"2026 report: road was relaid without milling the old surface, leaving an unnaturally elevated and uneven stretch that was already crumbling."
"Ameerjan Street, Choolaimedu",13.0585,80.2225,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/gcc-relays-choolaimedu-roads-in-a-rush-now-theyre-uneven-already-crumbling-in-places/articleshow/129707830.cms,"2026 report: road was among four Choolaimedu roads rapidly relaid without milling, leaving uneven levels and crumbling surfaces."
"Abdullah Street, Choolaimedu",13.0590,80.2215,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/gcc-relays-choolaimedu-roads-in-a-rush-now-theyre-uneven-already-crumbling-in-places/articleshow/129707830.cms,"2026 report: road was among the Choolaimedu stretches relaid without milling, creating uneven road levels and safety concerns."
"Khan Street, Choolaimedu",13.0595,80.2205,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/gcc-relays-choolaimedu-roads-in-a-rush-now-theyre-uneven-already-crumbling-in-places/articleshow/129707830.cms,2026 report: rapid relaying without milling left the surface elevated/uneven and beginning to crumble.
"Halls Road, Egmore",13.0735,80.2605,poor_lighting,DT Next,https://www.dtnext.in/news/chennai/chennai-uneven-drains-poor-lighting-make-commute-hard-on-halls-road-852563,"2025 report: uneven drains and inadequate streetlights leave portions of Halls Road poorly illuminated and difficult to navigate, especially in rain."
"Razzak Garden Main Road, MMDA Colony, Arumbakkam",13.0725,80.2055,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/chennai-damaged-mmda-petrol-bunk-bus-shelter-on-razzak-garden-main-road-leaves-commuters-exposed,"2026 report: MMDA Petrol Bunk bus shelter had a missing roof and unusably high seats, leaving commuters exposed and raising safety concerns."
"MMDA Colony Main Road / Vinayakapuram Main Road junction, Arumbakkam",13.0720,80.2045,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/cm-vijays-posters-banners-a-pain-point-for-pedestrians-motorists,"2026 report: banners were tied to view cutters and footpaths at the junction and around the MMDA bus stop, obstructing pedestrian space and visibility."
Perambur High Road near Perambur Railway Station,13.1090,80.2485,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-metro-rail-works-cause-safety-concerns-on-perambur-high-road,2026 report: Metro construction narrowed the carriageway and barricades restricted vehicle movement; congestion affected the bus-stop/railway-station area.
Perambur Railway Station approach footpath,13.1095,80.2475,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-little-space-to-walk-as-encroachments-take-over-footpaths-near-perambur-railway-station-2,"2026 report: shop extensions, advertisement boards and displayed goods blocked the footpaths between the railway station and a busy bus stop."
Kilpauk Garden Road,13.0805,80.2390,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/chennai-roads-crumble-as-re-laying-remains-on-hold/amp_articleshow/133132426.cms,"2026 report specifically cites stretches near hospitals and schools including Kilpauk Garden Road among roads affected by potholes, utility cuts and delayed relaying."
"MRC Nagar Main Road, RA Puram",13.0305,80.2670,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Apr/02/ra-puram-residents-move-madras-hc-to-oust-vendors-blocking-roads,"2026 Madras High Court petition: illegal parking, vendors and encroachments obstructed the road/footpath, reducing a narrow residential road to effectively one lane and creating safety/access problems."
"South Beach Avenue, RA Puram",13.0285,80.2675,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Apr/02/ra-puram-residents-move-madras-hc-to-oust-vendors-blocking-roads,"2026 High Court petition specifically names this street among MRC Nagar-area roads affected by obstruction, encroachment, parking and sanitation issues."
"Janaki Avenue, RA Puram",13.0290,80.2690,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Apr/02/ra-puram-residents-move-madras-hc-to-oust-vendors-blocking-roads,"2026 High Court petition specifically names this street among roads affected by persistent obstruction, parking and pavement encroachment."
"Kasthuri Avenue, RA Puram",13.0295,80.2700,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Apr/02/ra-puram-residents-move-madras-hc-to-oust-vendors-blocking-roads,"2026 High Court petition specifically names this street among roads affected by illegal parking, vendors and encroachments."
"Thandavarayan Street, RA Puram",13.0300,80.2685,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Apr/02/ra-puram-residents-move-madras-hc-to-oust-vendors-blocking-roads,2026 High Court petition: narrow road obstructed by parking/vendors; residents said congestion made ambulance access difficult.
Vyasarpadi Cooperative Industrial Estate internal roads,13.1135,80.2575,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Mar/30/vyasarpadi-industrial-estate-in-neglect-no-roads-lights-or-drains-say-workers,"2026 report: internal roads are severely damaged and largely unlaid, with heavy vehicles, sewage overflow and industrial waste making movement difficult."
Vyasarpadi Cooperative Industrial Estate,13.1135,80.2575,poor_lighting,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Mar/30/vyasarpadi-industrial-estate-in-neglect-no-roads-lights-or-drains-say-workers,2026 report: adequate street lighting is almost non-existent; workers reported the premises become dark after 6:30 pm and specifically raised women's safety concerns.
Sardar Patel Road near CLRI,13.0065,80.2385,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2019/Sep/08/ten-inch-footpath-on-sardar-patel-road-in-chennai-irks-pedestrians-2030756.html,"Documented pedestrian hazard: footpath near CLRI was only about 10 inches wide, forcing pedestrians onto the busy road. Older source; retain only as historical infrastructure evidence."
Taylors Road / EVR Periyar Salai junction,13.0780,80.2555,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Jun/30/chennai-begins-upgrading-94-road-junctions-to-ease-traffic-flow,"2026 GCC junction-safety programme specifically includes this junction for bell-mouth improvement intended to improve turning, congestion and pedestrian crossing safety."
Flowers Road / EVR Periyar Salai junction,13.0800,80.2540,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Jun/30/chennai-begins-upgrading-94-road-junctions-to-ease-traffic-flow,2026 GCC junction-safety programme specifically includes this junction; works are intended to improve traffic movement and pedestrian crossing safety.
"Chigirintha Palayam 3rd Street, Korukkupet",13.1220,80.2780,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/exposed-eb-cables-on-footpaths-puts-chigirintha-palayam-residents-at-risk,"2026 report: temporary exposed electricity cables run across the footpath/road; residents, schoolchildren, women and senior citizens use the stretch."
"Chigirintha Palayam 4th Street, Korukkupet",13.1225,80.2785,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/exposed-eb-cables-on-footpaths-puts-chigirintha-palayam-residents-at-risk,"2026 report: temporary exposed electricity cables were laid openly across pedestrian/road space, creating a safety risk especially during rain."
"Chigirintha Palayam 5th Street, Korukkupet",13.1230,80.2790,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/exposed-eb-cables-on-footpaths-puts-chigirintha-palayam-residents-at-risk,2026 report: exposed temporary EB cables cross the footpath/road and force pedestrians to move carefully around them.
"Bells Road bus stop, Chepauk",13.0635,80.2815,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-haphazard-parking-in-front-of-bells-road-bus-stop-endangers-commuters,"2026 report: parked two-wheelers and autos force buses to stop away from the bus bay, making passengers board/alight unsafely."
"14th MTC bus stop, Anna Nagar 3rd Avenue East",13.0885,80.2115,unsafe_transport_stop,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-citizen-connect-commuters-in-a-fix-as-parking-for-aadhaar-office-spills-onto-bus-bay-in-anna-nagar,"2026 report: two-wheelers parked outside an Aadhaar centre block the bus bay, forcing buses to halt on the main carriageway and passengers to board there."
Madhavaram High Road near Perambur Railway Station,13.1090,80.2485,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-little-space-to-walk-as-encroachments-take-over-footpaths-near-perambur-railway-station-2,"2026 report: shop extensions, advertising boards and displayed goods blocked footpaths on the busy railway-station/bus-stop connection."
"Rajalakshmi Nagar 3rd Street, Pallikaranai",12.9635,80.2060,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-gccs-civic-negligence-irks-rajalakshmi-nagar-residents,"2026 report: construction debris was covered with gravel instead of being removed, raising the street level and obstructing natural drainage, increasing monsoon waterlogging risk."
"Race Course Road, Guindy",13.0060,80.2195,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-to-get-major-road-safety-upgrades-on-key-corridors,"2026 road-safety programme identifies the corridor as part of Chennai's accident-prone/high-risk network subject to safety improvements; corridor-level seed, not a single blackspot."
Velachery Bypass Road (SH48C),12.9790,80.2180,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-to-get-major-road-safety-upgrades-on-key-corridors,2026 road-safety programme identifies this corridor for safety upgrades after road-safety audits and crash-data analysis found high-risk/blackspot-prone stretches.
Taramani Link Road (SH48B),12.9910,80.2370,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-to-get-major-road-safety-upgrades-on-key-corridors,2026 road-safety programme identifies this corridor for safety upgrades after audits/crash-data analysis found high-risk stretches and pedestrian-infrastructure issues.
Anna Salai subway opposite Higginbothams,13.0650,80.2600,poor_lighting,Times of India,https://timesofindia.indiatimes.com/city/chennai/leaky-walls-stench-dim-lights-greet-pedestrians-at-anna-salai-subway/articleshow/133162389.cms,"2026 report: only about 6 of roughly 24 lights were working; leaking walls, stagnant water and a loose drainage cover also created pedestrian hazards."
"Ameer Mahal bus stop, Royapettah",13.0530,80.2570,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/chennai-vehicles-parked-near-ameer-mahal-bus-stop-concerns-passengers,2026 report: vehicles parked near the bus stop create inconvenience and constrain commuter access.
"Balaji Nagar bus stop, Kallikuppam, Ambattur",13.1190,80.1660,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-commuters-raise-concern-over-bikes-parked-blocking-balaji-nagar-bus-stop-853526,"2025 report: two-wheelers routinely park in front of the bus stop, obstructing commuters and bus-stop access."
Virugambakkam bus stop,13.0535,80.1920,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/chennai-open-bus-stops-in-virugambakkam-forces-commuters-to-wait-in-scorching-heat,2026 report: open/uncovered bus stops force commuters to wait in the open; inadequate shelter is a documented stop-level problem.
Pattalam bus shelter,13.0875,80.2545,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-damaged-bus-shelter-in-pattalam-a-worry-as-summer-sets-in-early,2026 report: damaged bus shelter provides poor protection for commuters and was reported as a public concern.
"Thiruvalluvar Statue bus stop, Mylapore",13.0350,80.2670,unsafe_transport_stop,Times of India,https://timesofindia.indiatimes.com/city/chennai/temporary-bus-shelter-leaves-users-under-punishing-sun/articleshow/131413067.cms,"2026 report: temporary shelter accommodates fewer than 10 people while this high-use stop receives a bus roughly every two minutes, leaving many commuters exposed."
"Asar Khana bus stop, Alandur",12.9975,80.2005,unsafe_transport_stop,Times of India,https://timesofindia.indiatimes.com/city/chennai/no-shelter-at-asar-khana-bus-stop-commuters-suffer/articleshow/127567972.cms,2026 report: bus-stop shelter was removed during road widening and no temporary replacement was provided; commuters were forced to wait on the road.
"Race Course Road bus stop, Guindy",13.0060,80.2195,unsafe_transport_stop,Times of India,https://timesofindia.indiatimes.com/city/chennai/commuters-struggle-as-busy-guindy-race-course-road-bus-stop-has-no-seats-cctv/articleshow/126338715.cms,"2026 report: stop lacked seating, drinking water and CCTV; lighting was non-functional at night and buses often stopped away from the designated point."
NSC Bose Road outside Madras High Court,13.0820,80.2845,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/advocates-parking-chokes-nsc-bose-road-outside-madras-hc/articleshow/127917033.cms,"2026 report: extensive advocate parking and barricades consumed lanes, pushing pedestrians onto the carriageway and severely restricting traffic."
"Besant Avenue Road, Adyar health-walk track near Karpagam Garden police booth",13.0040,80.2565,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/adyars-8km-health-walk-track-tests-residents-patience-more-than-stamina/articleshow/127824512.cms,2026 report: parked vehicles completely blocked the footpath near the police booth; walkers repeatedly switched sides or used the road because of encroachments.
